"uuid","store_name","store_street","store_street2","store_city","store_state","store_zip","store_phone","Ycoord","Xcoord"
"432","Yes Organic Market 14th Street","2123 14th Street NW","","Union Row","DC","20009","(202) 232-6603","38.9185005","-77.0252987"
"433","Yes Organic Market Hyattsville","301-779-1205","","Hyattsville","MD","20781","301-779-1205","38.9559442","-76.9455301"
"434","Yes Organic Market: Adams Morgan","1825 Columbia Road NW","","Washington","DC","20009","(202) 462-5150","38.9222564","-77.0432351"
"435","Yes Organic Market: Brookland","3809 12th Street NW","","Brookland","DC","20017","(202) 832-7715","38.9368832","-76.9905815"
"436","Yes Organic Market: Capital Hill","410 8th Street","","Washington","DC","20003","(202) 546-4325","38.8833829","-76.9947989"
"437","Yes Organic Market: Cleveland","3425 Connecticut Avenue NW","","Cleveland Park","DC","20008","(202) 363-1559","38.9350914","-77.0579967"
"438","Yes Organic Market: Petworth","4100 Georgia Avenue NW","","Washington","DC","20011","(202) 291-5790","38.9410818","-77.0255094"
"439","Your Kitchen Store","20 Main Street","","Keene","NH","3431","603-352-1626","42.9336757","-72.2782488"
"440","Yumvelope","15323 W Oak Spring Rd","","Libertyville","IL","60048","","42.288021","-87.930981"
"441","Zeppelin & Kaleidoscope Vegetarian Café","P.O. BOX 365","","MARLBOROUGH","NH","3455","","42.9042471","-72.2078343"
"442","Zerbo's Health Foods","34164 Plymouth Road","","Livonia","MI","48150","(734) 427-3144","42.3683457","-83.3812097"
